code_annee,code_postal,code_delits,code_indicateur,nb_delits
8,75002,23,1235,3
8,75003,23,1236,5
8,75004,23,1237,2
8,75005,23,1238,9
8,75007,23,1239,0
8,75008,23,1240,1
8,75009,23,1241,4
8,75010,23,1242,5
8,75011,23,1243,7
8,75012,23,1244,6
8,75013,23,1245,9
8,75014,23,1246,7
8,75015,23,1247,3
8,75016,23,1248,5
8,75017,23,1249,7
8,75018,23,1250,6
8,75019,23,1251,1
8,75020,23,1252,2
8,75001,23,1253,10
8,75002,24,1254,1
8,75003,24,1255,0
8,75004,24,1256,3
8,75005,24,1257,2
8,75007,24,1258,5
8,75008,24,1259,2
8,75009,24,1260,0
8,75010,24,1261,37
8,75011,24,1262,7
8,75012,24,1263,4
8,75013,24,1264,3
8,75014,24,1265,4
8,75015,24,1266,6
8,75016,24,1267,5
8,75017,24,1268,10
8,75018,24,1269,23
8,75019,24,1270,3
8,75020,24,1271,2
8,75001,24,1272,4
8,75002,25,1273,107
8,75003,25,1274,103
8,75004,25,1275,125
8,75005,25,1276,231
8,75007,25,1277,104
8,75008,25,1278,337
8,75009,25,1279,323
8,75010,25,1280,477
8,75011,25,1281,325
8,75012,25,1282,405
8,75013,25,1283,309
8,75014,25,1284,197
8,75015,25,1285,413
8,75016,25,1286,293
8,75017,25,1287,469
8,75018,25,1288,819
8,75019,25,1289,529
8,75020,25,1290,473
8,75001,25,1291,377
8,75002,26,1292,133
8,75003,26,1293,199
8,75004,26,1294,134
8,75005,26,1295,275
8,75007,26,1296,148
8,75008,26,1297,333
8,75009,26,1298,268
8,75010,26,1299,613
8,75011,26,1300,471
8,75012,26,1301,324
8,75013,26,1302,407
8,75014,26,1303,218
8,75015,26,1304,329
8,75016,26,1305,357
8,75017,26,1306,476
8,75018,26,1307,977
8,75019,26,1308,665
8,75020,26,1309,427
8,75001,26,1310,420
8,75002,27,1311,291
8,75003,27,1312,323
8,75004,27,1313,230
8,75005,27,1314,740
8,75007,27,1315,322
8,75008,27,1316,368
8,75009,27,1317,409
8,75010,27,1318,673
8,75011,27,1319,734
8,75012,27,1320,789
8,75013,27,1321,637
8,75014,27,1322,405
8,75015,27,1323,1093
8,75016,27,1324,796
8,75017,27,1325,942
8,75018,27,1326,1221
8,75019,27,1327,612
8,75020,27,1328,677
8,75001,27,1329,406
8,75002,28,1330,31
8,75003,28,1331,27
8,75004,28,1332,25
8,75005,28,1333,111
8,75007,28,1334,31
8,75008,28,1335,29
8,75009,28,1336,24
8,75010,28,1337,9
8,75011,28,1338,17
8,75012,28,1339,33
8,75013,28,1340,18
8,75014,28,1341,23
8,75015,28,1342,47
8,75016,28,1343,61
8,75017,28,1344,25
8,75018,28,1345,35
8,75019,28,1346,26
8,75020,28,1347,14
8,75001,28,1348,48
8,75002,29,1349,171
8,75003,29,1350,73
8,75004,29,1351,131
8,75005,29,1352,228
8,75007,29,1353,55
8,75008,29,1354,229
8,75009,29,1355,203
8,75010,29,1356,237
8,75011,29,1357,188
8,75012,29,1358,161
8,75013,29,1359,86
8,75014,29,1360,94
8,75015,29,1361,161
8,75016,29,1362,149
8,75017,29,1363,172
8,75018,29,1364,201
8,75019,29,1365,195
8,75020,29,1366,133
8,75001,29,1367,246
8,75002,30,1368,29
8,75003,30,1369,56
8,75004,30,1370,27
8,75005,30,1371,77
8,75007,30,1372,77
8,75008,30,1373,60
8,75009,30,1374,39
8,75010,30,1375,102
8,75011,30,1376,111
8,75012,30,1377,194
8,75013,30,1378,158
8,75014,30,1379,97
8,75015,30,1380,159
8,75016,30,1381,166
8,75017,30,1382,139
8,75018,30,1383,224
8,75019,30,1384,160
8,75020,30,1385,136
8,75001,30,1386,78
8,75002,31,1387,2
8,75003,31,1388,2
8,75004,31,1389,1
8,75005,31,1390,18
8,75007,31,1391,18
8,75008,31,1392,23
8,75009,31,1393,13
8,75010,31,1394,11
8,75011,31,1395,13
8,75012,31,1396,16
8,75013,31,1397,29
8,75014,31,1398,16
8,75015,31,1399,33
8,75016,31,1400,40
8,75017,31,1401,14
8,75018,31,1402,10
8,75019,31,1403,30
8,75020,31,1404,25
8,75001,31,1405,15
8,75002,32,1406,952
8,75003,32,1407,703
8,75004,32,1408,415
8,75005,32,1409,4253
8,75007,32,1410,1109
8,75008,32,1411,2594
8,75009,32,1412,1651
8,75010,32,1413,1649
8,75011,32,1414,465
8,75012,32,1415,920
8,75013,32,1416,765
8,75014,32,1417,456
8,75015,32,1418,3245
8,75016,32,1419,1061
8,75017,32,1420,386
8,75018,32,1421,925
8,75019,32,1422,1000
8,75020,32,1423,1285
8,75001,32,1424,4748
8,75002,33,1425,58
8,75003,33,1426,113
8,75004,33,1427,186
8,75005,33,1428,297
8,75007,33,1429,103
8,75008,33,1430,383
8,75009,33,1431,508
8,75010,33,1432,73
8,75011,33,1433,125
8,75012,33,1434,105
8,75013,33,1435,225
8,75014,33,1436,190
8,75015,33,1437,232
8,75016,33,1438,140
8,75017,33,1439,137
8,75018,33,1440,52
8,75019,33,1441,228
8,75020,33,1442,142
8,75001,33,1443,428
8,75002,34,1444,0
8,75003,34,1445,0
8,75004,34,1446,0
8,75005,34,1447,0
8,75007,34,1448,0
8,75008,34,1449,0
8,75009,34,1450,1
8,75010,34,1451,0
8,75011,34,1452,0
8,75012,34,1453,0
8,75013,34,1454,0
8,75014,34,1455,0
8,75015,34,1456,0
8,75016,34,1457,1
8,75017,34,1458,0
8,75018,34,1459,0
8,75019,34,1460,0
8,75020,34,1461,0
8,75001,34,1462,0
8,75002,35,1463,16
8,75003,35,1464,45
8,75004,35,1465,22
8,75005,35,1466,69
8,75007,35,1467,48
8,75008,35,1468,141
8,75009,35,1469,46
8,75010,35,1470,77
8,75011,35,1471,80
8,75012,35,1472,132
8,75013,35,1473,176
8,75014,35,1474,109
8,75015,35,1475,163
8,75016,35,1476,384
8,75017,35,1477,220
8,75018,35,1478,127
8,75019,35,1479,167
8,75020,35,1480,141
8,75001,35,1481,43
8,75002,36,1482,141
8,75003,36,1483,162
8,75004,36,1484,101
8,75005,36,1485,222
8,75007,36,1486,136
8,75008,36,1487,337
8,75009,36,1488,289
8,75010,36,1489,282
8,75011,36,1490,419
8,75012,36,1491,386
8,75013,36,1492,392
8,75014,36,1493,370
8,75015,36,1494,481
8,75016,36,1495,439
8,75017,36,1496,513
8,75018,36,1497,553
8,75019,36,1498,424
8,75020,36,1499,483
8,75001,36,1500,217
8,75002,37,1501,228
8,75003,37,1502,273
8,75004,37,1503,194
8,75005,37,1504,486
8,75007,37,1505,378
8,75008,37,1506,973
8,75009,37,1507,637
8,75010,37,1508,749
8,75011,37,1509,608
8,75012,37,1510,581
8,75013,37,1511,989
8,75014,37,1512,507
8,75015,37,1513,853
8,75016,37,1514,1130
8,75017,37,1515,1013
8,75018,37,1516,1032
8,75019,37,1517,1573
8,75020,37,1518,627
8,75001,37,1519,540
8,75002,38,1520,22
8,75003,38,1521,33
8,75004,38,1522,23
8,75005,38,1523,66
8,75007,38,1524,52
8,75008,38,1525,110
8,75009,38,1526,46
8,75010,38,1527,45
8,75011,38,1528,103
8,75012,38,1529,120
8,75013,38,1530,116
8,75014,38,1531,105
8,75015,38,1532,153
8,75016,38,1533,212
8,75017,38,1534,181
8,75018,38,1535,152
8,75019,38,1536,142
8,75020,38,1537,153
8,75001,38,1538,45
8,75002,41,1539,163
8,75003,41,1540,53
8,75004,41,1541,108
8,75005,41,1542,239
8,75007,41,1543,47
8,75008,41,1544,697
8,75009,41,1545,575
8,75010,41,1546,127
8,75011,41,1547,184
8,75012,41,1548,204
8,75013,41,1549,93
8,75014,41,1550,218
8,75015,41,1551,227
8,75016,41,1552,158
8,75017,41,1553,361
8,75018,41,1554,154
8,75019,41,1555,159
8,75020,41,1556,229
8,75001,41,1557,225
8,75002,42,1558,195
8,75003,42,1559,303
8,75004,42,1560,158
8,75005,42,1561,621
8,75007,42,1562,225
8,75008,42,1563,576
8,75009,42,1564,598
8,75010,42,1565,628
8,75011,42,1566,761
8,75012,42,1567,594
8,75013,42,1568,791
8,75014,42,1569,614
8,75015,42,1570,641
8,75016,42,1571,499
8,75017,42,1572,674
8,75018,42,1573,1437
8,75019,42,1574,675
8,75020,42,1575,498
8,75001,42,1576,396
8,75002,43,1577,895
8,75003,43,1578,3035
8,75004,43,1579,1481
8,75005,43,1580,3405
8,75007,43,1581,1917
8,75008,43,1582,5690
8,75009,43,1583,3973
8,75010,43,1584,3959
8,75011,43,1585,4718
8,75012,43,1586,3014
8,75013,43,1587,6120
8,75014,43,1588,5387
8,75015,43,1589,2563
8,75016,43,1590,4022
8,75017,43,1591,6496
8,75018,43,1592,7069
8,75019,43,1593,3959
8,75020,43,1594,3876
8,75001,43,1595,3011
8,75002,46,1596,7
8,75003,46,1597,15
8,75004,46,1598,12
8,75005,46,1599,19
8,75007,46,1600,8
8,75008,46,1601,12
8,75009,46,1602,17
8,75010,46,1603,23
8,75011,46,1604,20
8,75012,46,1605,21
8,75013,46,1606,38
8,75014,46,1607,25
8,75015,46,1608,37
8,75016,46,1609,28
8,75017,46,1610,27
8,75018,46,1611,40
8,75019,46,1612,29
8,75020,46,1613,33
8,75001,46,1614,30
8,75002,47,1615,3
8,75003,47,1616,2
8,75004,47,1617,2
8,75005,47,1618,2
8,75007,47,1619,1
8,75008,47,1620,4
8,75009,47,1621,4
8,75010,47,1622,3
8,75011,47,1623,3
8,75012,47,1624,3
8,75013,47,1625,5
8,75014,47,1626,3
8,75015,47,1627,5
8,75016,47,1628,4
8,75017,47,1629,1
8,75018,47,1630,6
8,75019,47,1631,2
8,75020,47,1632,4
8,75001,47,1633,4
8,75002,48,1634,17
8,75003,48,1635,23
8,75004,48,1636,29
8,75005,48,1637,74
8,75007,48,1638,27
8,75008,48,1639,63
8,75009,48,1640,43
8,75010,48,1641,65
8,75011,48,1642,48
8,75012,48,1643,59
8,75013,48,1644,72
8,75014,48,1645,49
8,75015,48,1646,80
8,75016,48,1647,49
8,75017,48,1648,73
8,75018,48,1649,110
8,75019,48,1650,74
8,75020,48,1651,77
8,75001,48,1652,58
8,75002,49,1653,2
8,75003,49,1654,10
8,75004,49,1655,5
8,75005,49,1656,18
8,75007,49,1657,4
8,75008,49,1658,3
8,75009,49,1659,7
8,75010,49,1660,5
8,75011,49,1661,5
8,75012,49,1662,15
8,75013,49,1663,13
8,75014,49,1664,10
8,75015,49,1665,20
8,75016,49,1666,3
8,75017,49,1667,5
8,75018,49,1668,14
8,75019,49,1669,15
8,75020,49,1670,15
8,75001,49,1671,7
8,75002,50,1672,4
8,75003,50,1673,5
8,75004,50,1674,14
8,75005,50,1675,19
8,75007,50,1676,14
8,75008,50,1677,23
8,75009,50,1678,11
8,75010,50,1679,18
8,75011,50,1680,17
8,75012,50,1681,29
8,75013,50,1682,19
8,75014,50,1683,15
8,75015,50,1684,45
8,75016,50,1685,33
8,75017,50,1686,25
8,75018,50,1687,49
8,75019,50,1688,22
8,75020,50,1689,38
8,75001,50,1690,28
8,75002,55,1691,26
8,75003,55,1692,15
8,75004,55,1693,7
8,75005,55,1694,74
8,75007,55,1695,19
8,75008,55,1696,25
8,75009,55,1697,27
8,75010,55,1698,84
8,75011,55,1699,57
8,75012,55,1700,68
8,75013,55,1701,82
8,75014,55,1702,63
8,75015,55,1703,42
8,75016,55,1704,71
8,75017,55,1705,53
8,75018,55,1706,174
8,75019,55,1707,116
8,75020,55,1708,59
8,75001,55,1709,16
8,75002,56,1710,59
8,75003,56,1711,17
8,75004,56,1712,29
8,75005,56,1713,99
8,75007,56,1714,38
8,75008,56,1715,43
8,75009,56,1716,86
8,75010,56,1717,168
8,75011,56,1718,123
8,75012,56,1719,183
8,75013,56,1720,100
8,75014,56,1721,38
8,75015,56,1722,72
8,75016,56,1723,63
8,75017,56,1724,79
8,75018,56,1725,470
8,75019,56,1726,273
8,75020,56,1727,176
8,75001,56,1728,50
8,75002,57,1729,135
8,75003,57,1730,163
8,75004,57,1731,193
8,75005,57,1732,326
8,75007,57,1733,173
8,75008,57,1734,598
8,75009,57,1735,296
8,75010,57,1736,438
8,75011,57,1737,386
8,75012,57,1738,440
8,75013,57,1739,369
8,75014,57,1740,430
8,75015,57,1741,498
8,75016,57,1742,433
8,75017,57,1743,322
8,75018,57,1744,870
8,75019,57,1745,733
8,75020,57,1746,577
8,75001,57,1747,319
8,75002,63,1748,9
8,75003,63,1749,6
8,75004,63,1750,5
8,75005,63,1751,12
8,75007,63,1752,8
8,75008,63,1753,67
8,75009,63,1754,13
8,75010,63,1755,21
8,75011,63,1756,25
8,75012,63,1757,30
8,75013,63,1758,41
8,75014,63,1759,19
8,75015,63,1760,36
8,75016,63,1761,47
8,75017,63,1762,36
8,75018,63,1763,48
8,75019,63,1764,52
8,75020,63,1765,21
8,75001,63,1766,17
8,75002,66,1767,8
8,75003,66,1768,19
8,75004,66,1769,39
8,75005,66,1770,43
8,75007,66,1771,31
8,75008,66,1772,36
8,75009,66,1773,11
8,75010,66,1774,17
8,75011,66,1775,35
8,75012,66,1776,41
8,75013,66,1777,76
8,75014,66,1778,45
8,75015,66,1779,54
8,75016,66,1780,41
8,75017,66,1781,50
8,75018,66,1782,49
8,75019,66,1783,74
8,75020,66,1784,93
8,75001,66,1785,35
8,75002,67,1786,159
8,75003,67,1787,372
8,75004,67,1788,205
8,75005,67,1789,578
8,75007,67,1790,353
8,75008,67,1791,874
8,75009,67,1792,655
8,75010,67,1793,767
8,75011,67,1794,380
8,75012,67,1795,961
8,75013,67,1796,721
8,75014,67,1797,196
8,75015,67,1798,792
8,75016,67,1799,995
8,75017,67,1800,178
8,75018,67,1801,1689
8,75019,67,1802,1075
8,75020,67,1803,349
8,75001,67,1804,457
8,75002,68,1805,42
8,75003,68,1806,67
8,75004,68,1807,81
8,75005,68,1808,100
8,75007,68,1809,132
8,75008,68,1810,367
8,75009,68,1811,140
8,75010,68,1812,108
8,75011,68,1813,101
8,75012,68,1814,103
8,75013,68,1815,256
8,75014,68,1816,129
8,75015,68,1817,189
8,75016,68,1818,293
8,75017,68,1819,99
8,75018,68,1820,59
8,75019,68,1821,278
8,75020,68,1822,125
8,75001,68,1823,138
8,75002,74,1824,86
8,75003,74,1825,113
8,75004,74,1826,91
8,75005,74,1827,162
8,75007,74,1828,108
8,75008,74,1829,142
8,75009,74,1830,146
8,75010,74,1831,106
8,75011,74,1832,155
8,75012,74,1833,225
8,75013,74,1834,212
8,75014,74,1835,152
8,75015,74,1836,240
8,75016,74,1837,121
8,75017,74,1838,185
8,75018,74,1839,230
8,75019,74,1840,250
8,75020,74,1841,230
8,75001,74,1842,235
8,75002,79,1843,0
8,75003,79,1844,0
8,75004,79,1845,0
8,75005,79,1846,0
8,75007,79,1847,1
8,75008,79,1848,0
8,75009,79,1849,0
8,75010,79,1850,0
8,75011,79,1851,1
8,75012,79,1852,0
8,75013,79,1853,0
8,75014,79,1854,1
8,75015,79,1855,0
8,75016,79,1856,6
8,75017,79,1857,2
8,75018,79,1858,2
8,75019,79,1859,1
8,75020,79,1860,1
8,75001,79,1861,0
7,75002,2,1862,0
7,75003,2,1863,0
7,75004,2,1864,0
7,75005,2,1865,0
7,75007,2,1866,0
7,75008,2,1867,0
7,75009,2,1868,0
7,75010,2,1869,0
7,75011,2,1870,1
7,75012,2,1871,0
7,75013,2,1872,0
7,75014,2,1873,0
7,75015,2,1874,0
7,75016,2,1875,0
7,75017,2,1876,0
7,75018,2,1877,0
7,75019,2,1878,0
7,75020,2,1879,0
7,75001,2,1880,0
7,75002,3,1881,0
7,75003,3,1882,0
7,75004,3,1883,0
7,75005,3,1884,1
7,75007,3,1885,0
7,75008,3,1886,1
7,75009,3,1887,0
7,75010,3,1888,3
7,75011,3,1889,1
7,75012,3,1890,1
7,75013,3,1891,0
7,75014,3,1892,2
7,75015,3,1893,0
7,75016,3,1894,0
7,75017,3,1895,0
7,75018,3,1896,0
7,75019,3,1897,3
7,75020,3,1898,0
7,75001,3,1899,0
7,75002,4,1900,0
7,75003,4,1901,0
7,75004,4,1902,0
7,75005,4,1903,1
7,75007,4,1904,0
7,75008,4,1905,1
7,75009,4,1906,0
7,75010,4,1907,1
7,75011,4,1908,1
7,75012,4,1909,0
7,75013,4,1910,3
7,75014,4,1911,0
7,75015,4,1912,0
7,75016,4,1913,0
7,75017,4,1914,1
7,75018,4,1915,1
7,75019,4,1916,0
7,75020,4,1917,0
7,75001,4,1918,0
7,75002,5,1919,0
7,75003,5,1920,1
7,75004,5,1921,0
7,75005,5,1922,2
7,75007,5,1923,2
7,75008,5,1924,0
7,75009,5,1925,2
7,75010,5,1926,6
7,75011,5,1927,10
7,75012,5,1928,2
7,75013,5,1929,10
7,75014,5,1930,2
7,75015,5,1931,6
7,75016,5,1932,6
7,75017,5,1933,4
7,75018,5,1934,10
7,75019,5,1935,17
7,75020,5,1936,6
7,75001,5,1937,3
7,75002,6,1938,0
7,75003,6,1939,0
7,75004,6,1940,0
7,75005,6,1941,0
7,75007,6,1942,0
7,75008,6,1943,0
7,75009,6,1944,0
7,75010,6,1945,0
7,75011,6,1946,0
7,75012,6,1947,0
7,75013,6,1948,0
7,75014,6,1949,0
7,75015,6,1950,0
7,75016,6,1951,0
7,75017,6,1952,1
7,75018,6,1953,0
7,75019,6,1954,1
7,75020,6,1955,0
7,75001,6,1956,0
7,75002,7,1957,182
7,75003,7,1958,208
7,75004,7,1959,240
7,75005,7,1960,445
7,75007,7,1961,229
7,75008,7,1962,462
7,75009,7,1963,332
7,75010,7,1964,525
7,75011,7,1965,577
7,75012,7,1966,614
7,75013,7,1967,862
7,75014,7,1968,500
7,75015,7,1969,769
7,75016,7,1970,633
7,75017,7,1971,649
7,75018,7,1972,994
7,75019,7,1973,1163
7,75020,7,1974,1125
7,75001,7,1975,239
7,75002,8,1976,0
7,75003,8,1977,0
7,75004,8,1978,0
7,75005,8,1979,0
7,75007,8,1980,0
7,75008,8,1981,1
7,75009,8,1982,0
7,75010,8,1983,0
7,75011,8,1984,0
7,75012,8,1985,0
7,75013,8,1986,0
7,75014,8,1987,0
7,75015,8,1988,0
7,75016,8,1989,1
7,75017,8,1990,0
7,75018,8,1991,1
7,75019,8,1992,0
7,75020,8,1993,0
7,75001,8,1994,0
7,75002,10,1995,3
7,75003,10,1996,1
7,75004,10,1997,9
7,75005,10,1998,6
7,75007,10,1999,7
7,75008,10,2000,7
7,75009,10,2001,7
7,75010,10,2002,12
7,75011,10,2003,7
7,75012,10,2004,8
7,75013,10,2005,13
7,75014,10,2006,4
7,75015,10,2007,9
7,75016,10,2008,11
7,75017,10,2009,9
7,75018,10,2010,14
7,75019,10,2011,18
7,75020,10,2012,15
7,75001,10,2013,7
7,75002,11,2014,26
7,75003,11,2015,49
7,75004,11,2016,24
7,75005,11,2017,54
7,75007,11,2018,24
7,75008,11,2019,73
7,75009,11,2020,48
7,75010,11,2021,94
7,75011,11,2022,56
7,75012,11,2023,59
7,75013,11,2024,80
7,75014,11,2025,51
7,75015,11,2026,126
7,75016,11,2027,94
7,75017,11,2028,114
7,75018,11,2029,125
7,75019,11,2030,49
7,75020,11,2031,127
7,75001,11,2032,43
7,75002,12,2033,60
7,75003,12,2034,78
7,75004,12,2035,80
7,75005,12,2036,139
7,75007,12,2037,136
7,75008,12,2038,174
7,75009,12,2039,164
7,75010,12,2040,273
7,75011,12,2041,223
7,75012,12,2042,175
7,75013,12,2043,380
7,75014,12,2044,175
7,75015,12,2045,365
7,75016,12,2046,306
7,75017,12,2047,264
7,75018,12,2048,382
7,75019,12,2049,458
7,75020,12,2050,437
7,75001,12,2051,111
7,75002,14,2052,9
7,75003,14,2053,20
7,75004,14,2054,5
7,75005,14,2055,29
7,75007,14,2056,11
7,75008,14,2057,21
7,75009,14,2058,25
7,75010,14,2059,52
7,75011,14,2060,47
7,75012,14,2061,19
7,75013,14,2062,48
7,75014,14,2063,24
7,75015,14,2064,50
7,75016,14,2065,65
7,75017,14,2066,41
7,75018,14,2067,86
7,75019,14,2068,60
7,75020,14,2069,82
7,75001,14,2070,10
7,75002,17,2071,0
7,75003,17,2072,0
7,75004,17,2073,0
7,75005,17,2074,0
7,75007,17,2075,0
7,75008,17,2076,0
7,75009,17,2077,0
7,75010,17,2078,0
7,75011,17,2079,0
7,75012,17,2080,0
7,75013,17,2081,0
7,75014,17,2082,0
7,75015,17,2083,1
7,75016,17,2084,0
7,75017,17,2085,0
7,75018,17,2086,0
7,75019,17,2087,0
7,75020,17,2088,0
7,75001,17,2089,0
7,75002,18,2090,0
7,75003,18,2091,0
7,75004,18,2092,1
7,75005,18,2093,1
7,75007,18,2094,0
7,75008,18,2095,0
7,75009,18,2096,0
7,75010,18,2097,1
7,75011,18,2098,0
7,75012,18,2099,0
7,75013,18,2100,1
7,75014,18,2101,0
7,75015,18,2102,1
7,75016,18,2103,0
7,75017,18,2104,0
7,75018,18,2105,0
7,75019,18,2106,0
7,75020,18,2107,0
7,75001,18,2108,0
7,75002,20,2109,0
7,75003,20,2110,1
7,75004,20,2111,0
7,75005,20,2112,3
7,75007,20,2113,2
7,75008,20,2114,4
7,75009,20,2115,1
7,75010,20,2116,6
7,75011,20,2117,2
7,75012,20,2118,7
7,75013,20,2119,1
7,75014,20,2120,1
7,75015,20,2121,3
7,75016,20,2122,0
7,75017,20,2123,4
7,75018,20,2124,5
7,75019,20,2125,5
7,75020,20,2126,4
7,75001,20,2127,1
7,75002,21,2128,0
7,75003,21,2129,0
7,75004,21,2130,0
7,75005,21,2131,1
7,75007,21,2132,0
7,75008,21,2133,2
7,75009,21,2134,1
7,75010,21,2135,2
7,75011,21,2136,2
7,75012,21,2137,2
7,75013,21,2138,2
7,75014,21,2139,0
7,75015,21,2140,2
7,75016,21,2141,1
7,75017,21,2142,1
7,75018,21,2143,3
7,75019,21,2144,0
7,75020,21,2145,1
7,75001,21,2146,0
7,75002,22,2147,9
7,75003,22,2148,7
7,75004,22,2149,14
7,75005,22,2150,10
7,75007,22,2151,7
7,75008,22,2152,18
7,75009,22,2153,12
7,75010,22,2154,35
7,75011,22,2155,24
7,75012,22,2156,20
7,75013,22,2157,26
7,75014,22,2158,12
7,75015,22,2159,19
7,75016,22,2160,19
7,75017,22,2161,16
7,75018,22,2162,89
7,75019,22,2163,45
7,75020,22,2164,23
7,75001,22,2165,9
7,75002,23,2166,3
7,75003,23,2167,5
7,75004,23,2168,4
7,75005,23,2169,10
7,75007,23,2170,0
7,75008,23,2171,7
7,75009,23,2172,6
7,75010,23,2173,4
7,75011,23,2174,9
7,75012,23,2175,5
7,75013,23,2176,9
7,75014,23,2177,4
7,75015,23,2178,5
7,75016,23,2179,3
7,75017,23,2180,5
7,75018,23,2181,1
7,75019,23,2182,1
7,75020,23,2183,4
7,75001,23,2184,5
7,75002,24,2185,2
7,75003,24,2186,1
7,75004,24,2187,6
7,75005,24,2188,5
7,75007,24,2189,0
7,75008,24,2190,1
7,75009,24,2191,2
7,75010,24,2192,3
7,75011,24,2193,11
7,75012,24,2194,2
7,75013,24,2195,1
7,75014,24,2196,0
7,75015,24,2197,3
7,75016,24,2198,2
7,75017,24,2199,7
7,75018,24,2200,8
7,75019,24,2201,12
7,75020,24,2202,1
7,75001,24,2203,1
7,75002,25,2204,148
7,75003,25,2205,57
7,75004,25,2206,118
7,75005,25,2207,269
7,75007,25,2208,136
7,75008,25,2209,248
7,75009,25,2210,299
7,75010,25,2211,388
7,75011,25,2212,361
7,75012,25,2213,336
7,75013,25,2214,284
7,75014,25,2215,112
7,75015,25,2216,380
7,75016,25,2217,276
7,75017,25,2218,410
7,75018,25,2219,878
7,75019,25,2220,497
7,75020,25,2221,616
7,75001,25,2222,229
7,75002,26,2223,188
7,75003,26,2224,161
7,75004,26,2225,141
7,75005,26,2226,250
7,75007,26,2227,98
7,75008,26,2228,284
7,75009,26,2229,257
7,75010,26,2230,563
7,75011,26,2231,476
7,75012,26,2232,291
7,75013,26,2233,357
7,75014,26,2234,142
7,75015,26,2235,302
7,75016,26,2236,363
7,75017,26,2237,410
7,75018,26,2238,891
7,75019,26,2239,594
7,75020,26,2240,438
7,75001,26,2241,235
7,75002,27,2242,361
7,75003,27,2243,412
7,75004,27,2244,276
7,75005,27,2245,659
7,75007,27,2246,333
7,75008,27,2247,293
7,75009,27,2248,534
7,75010,27,2249,621
7,75011,27,2250,769
7,75012,27,2251,612
7,75013,27,2252,527
7,75014,27,2253,499
7,75015,27,2254,1037
7,75016,27,2255,683
7,75017,27,2256,864
7,75018,27,2257,868
7,75019,27,2258,868
7,75020,27,2259,800
7,75001,27,2260,205
7,75002,28,2261,38
7,75003,28,2262,25
7,75004,28,2263,34
7,75005,28,2264,73
7,75007,28,2265,31
7,75008,28,2266,25
7,75009,28,2267,19
7,75010,28,2268,7
7,75011,28,2269,30
7,75012,28,2270,16
7,75013,28,2271,9
7,75014,28,2272,18
7,75015,28,2273,42
7,75016,28,2274,45
7,75017,28,2275,38
7,75018,28,2276,22
7,75019,28,2277,26
7,75020,28,2278,10
7,75001,28,2279,20
7,75002,29,2280,222
7,75003,29,2281,85
7,75004,29,2282,177
7,75005,29,2283,223
7,75007,29,2284,69
7,75008,29,2285,216
7,75009,29,2286,214
7,75010,29,2287,123
7,75011,29,2288,187
7,75012,29,2289,145
7,75013,29,2290,72
7,75014,29,2291,102
7,75015,29,2292,164
7,75016,29,2293,136
7,75017,29,2294,151
7,75018,29,2295,180
7,75019,29,2296,169
7,75020,29,2297,105
7,75001,29,2298,139
7,75002,30,2299,31
7,75003,30,2300,60
7,75004,30,2301,19
7,75005,30,2302,94
7,75007,30,2303,61
7,75008,30,2304,65
7,75009,30,2305,15
7,75010,30,2306,152
7,75011,30,2307,138
7,75012,30,2308,164
7,75013,30,2309,164
7,75014,30,2310,106
7,75015,30,2311,197
7,75016,30,2312,175
7,75017,30,2313,125
7,75018,30,2314,264
7,75019,30,2315,182
7,75020,30,2316,168
7,75001,30,2317,24
7,75002,31,2318,2
7,75003,31,2319,18
7,75004,31,2320,2
7,75005,31,2321,14
7,75007,31,2322,10
7,75008,31,2323,17
7,75009,31,2324,14
7,75010,31,2325,16
7,75011,31,2326,11
7,75012,31,2327,15
7,75013,31,2328,27
7,75014,31,2329,5
7,75015,31,2330,30
7,75016,31,2331,22
7,75017,31,2332,7
7,75018,31,2333,13
7,75019,31,2334,12
7,75020,31,2335,20
7,75001,31,2336,4
7,75002,32,2337,1048
7,75003,32,2338,449
7,75004,32,2339,258
7,75005,32,2340,3025
7,75007,32,2341,1129
7,75008,32,2342,812
7,75009,32,2343,1199
7,75010,32,2344,1002
7,75011,32,2345,466
7,75012,32,2346,651
7,75013,32,2347,624
7,75014,32,2348,384
7,75015,32,2349,2226
7,75016,32,2350,778
7,75017,32,2351,767
7,75018,32,2352,679
7,75019,32,2353,1048
7,75020,32,2354,816
7,75001,32,2355,3168
7,75002,33,2356,75
7,75003,33,2357,141
7,75004,33,2358,270
7,75005,33,2359,298
7,75007,33,2360,146
7,75008,33,2361,295
7,75009,33,2362,480
7,75010,33,2363,51
7,75011,33,2364,120
7,75012,33,2365,58
7,75013,33,2366,161
7,75014,33,2367,153
7,75015,33,2368,217
7,75016,33,2369,127
7,75017,33,2370,132
7,75018,33,2371,71
7,75019,33,2372,209
7,75020,33,2373,148
7,75001,33,2374,367
7,75002,34,2375,0
7,75003,34,2376,0
7,75004,34,2377,0
7,75005,34,2378,0
7,75007,34,2379,1
7,75008,34,2380,0
7,75009,34,2381,0
7,75010,34,2382,0
7,75011,34,2383,0
7,75012,34,2384,0
7,75013,34,2385,1
7,75014,34,2386,0
7,75015,34,2387,1
7,75016,34,2388,0
7,75017,34,2389,0
7,75018,34,2390,0
7,75019,34,2391,0
7,75020,34,2392,0
7,75001,34,2393,0
7,75002,35,2394,17
