code_cam,implantation,precision_implantation,date_implantation,lat,lon,code_annee,code_postal
18332,Rue du Chevaleret  rue Clisson,croisement,41103,48.833278299999996,2.3696580000000003,10,75013
18930,Rue de Dunkerque  rue de Saint-Quentin,croisement,41012,48.87973805,2.3559495,10,75010
19077,Rue de Belleville  rue Jules Romains,croisement,42817,48.8725304,2.3785449,10,75019
19078,Boulevard de la Villette  rue de Sambre et Meuse,croisement,42929,48.87435735,2.3741762000000004,10,75019
19089,Rue Mathis  rue Archereau,croisement,42649,48.8910811,2.3737192000000005,10,75019
19090,Rue Curial  rue Mathis,croisement,42832,48.8913515,2.3722417,10,75019
19196,Boulevard Murat  place de la Porte Molitor,croisement,40935,48.8453547,2.2575332,10,75016
19963,Rue de Wattignies  rue de Fécamp,croisement,41159,48.835182700000004,2.3987647,10,75012
20057,Rue des Orteaux  rue de la Réunion,croisement,42804,48.856874100000006,2.3999943999999998,10,75020
20059,Rue des Pyrénées  rue Vitruve,croisement,42713,48.8576312,2.4038934,10,75020
20063,Rue du Clos  rue Saint-Blaise,croisement,42636,48.8577499,2.4075757,10,75020
20065,Cours de Vincennes  rue des Maraîchers,croisement,42629,48.8475619333333,2.4077735666666698,10,75020
20067,Rue Olivier Métra  rue de l'Ermitage,croisement,42725,48.8727653,2.3942092,10,75020
20085,Rue des Haies  passage Josseaume,croisement,42839,48.8545711,2.4030605,10,75020
20103,Place des Ternes  avenue de Wagram,croisement,41061,48.8784558,2.29844775,10,75008
20956,Boulevard Haussmann  avenue de Messine,croisement,41362,48.8752814,2.31530205,10,75008
21230,Rue de la Victoire  rue Saint-Georges,croisement,41040,48.8751492,2.3371452,10,75009
21909,Boulevard de la Tour Maubourg  rue de l'Université,croisement,41439,48.8611198,2.3102808999999995,10,75007
22078,Rue Ordener  rue du Poteau,croisement,41040,48.89261,2.3437906,10,75018
23065,Avenue d'Italie  rue Vandrezanne,croisement,41201,48.8283279,2.356611,10,75013
23076,Place de la Bourse  rue Notre-Dame des Victoires  rue Réaumur,croisement,41852,48.869006299999995,2.3421068,10,75002
23596,Place de l'Opéra  avenue de l'Opéra,croisement,41012,48.8700729,2.3325517000000002,10,75009
23987,Rue de la Paix  rue Danielle Casanova,croisement,41215,48.8683166,2.3302706000000004,10,75001
24022,Place Blanche  rue Blanche,croisement,40977,48.88361629999999,2.3324084,10,75018
24047,Place de la Bourse  rue Notre-Dame des Victoires,croisement,40949,48.869006299999995,2.3421068,10,75002
25289,Boulevard de Ménilmontant  rue de Tlemcen,croisement,41040,48.864169633333304,2.3861582666666696,10,75020
25540,Place de l'Opéra  boulevard des Capucines,croisement,41012,48.8706543,2.33230735,10,75009
25626,Quai de Jemmapes  rue Alibert,croisement,40956,48.8710176,2.3659221,10,75010
25765,Rue Cantagrel  rue Eugène Oudiné,croisement,41432,48.8262393,2.3776007000000003,10,75013
25808,Rue Piat  rue des Envierges,croisement,40942,48.8714621,2.3860226000000004,10,75020
27643,Place de la République  boulevard du Temple,croisement,41166,48.8664897,2.3648013,10,75003
27756,Place de la Porte de Saint-Cloud  avenue Georges Lafont,croisement,41180,48.83749435,2.2568162,10,75016
27843,Quai d'Orléans  rue Jean du Bellay,croisement,40921,48.852723700000006,2.3533322,10,75004
28858,Rue d'Avron  boulevard Davout,croisement,41222,48.8534855,2.4105157999999998,10,75020
29435,Rue Albert  rue Jean Fautrier,croisement,40956,48.8258016,2.371827,10,75013
29510,Rue Léon Frot  rue de la Roquette,croisement,41026,48.8585346,2.3836681,10,75011
29697,Rue Drouot  boulevard Haussmann,croisement,41012,48.871998100000006,2.3400532000000003,10,75002
29712,Avenue de France  rue Raymond Aron,croisement,41579,48.8344579,2.3731375,10,75013
29770,Quai de Gesvres  rue Saint-Martin,croisement,40898,48.8567219,2.3489342,10,75004
30386,Rue de Vaugirard  rue Guynemer,croisement,40898,48.8486644,2.3325752,10,75006
31779,Rue de Grenelle  rue de Bellechasse,croisement,40991,48.85647120000001,2.3211157000000004,10,75007
32213,Place d'Anvers  boulevard de Rochechouart,croisement,40921,48.882794,2.3445278999999997,10,75009
33039,Place de la Bastille  rue de Lyon,croisement,41222,48.852813,2.36919755,10,75012
33167,Rue des Saints-Pères  rue de Lille,croisement,40963,48.857619299999996,2.3327512,10,75007
33367,Avenue Secrétan  boulevard de la Villette,croisement,41159,48.8825145,2.3703613999999997,10,75019
34140,Avenue de Flandre  rue de l'Argonne,croisement,41166,48.894315399999996,2.3817076,10,75019
34320,Boulevard Davout  rue Saint-Blaise,croisement,41250,48.856254799999995,2.409997,10,75020
34560,Avenue Marceau  rue Galilée,croisement,41117,48.870952,2.2975075,10,75016
37319,Boulevard Suchet  avenue Ingres,croisement,40898,48.8573396666667,2.26471436666667,10,75016
37644,Avenue Courteline  boulevard périphérique intérieur,croisement,41229,48.84399040201429,2.4138313971506,10,75012
38438,Rue du Faubourg Saint-Martin  rue du Château d'Eau,croisement,41187,48.8717605333333,2.3571757333333303,10,75010
39029,Boulevard Lefebvre  rue Jean Sicard,croisement,40970,48.8290427,2.2989613999999996,10,75015
39271,Boulevard Saint-Michel  rue Soufflot,croisement,40935,48.847338,2.3408341,10,75005
39504,Boulevard Henri IV  rue Castex,croisement,41096,48.852222999999995,2.36594995,10,75004
40753,Rue Daunou  rue de la Paix,croisement,40998,48.869556,2.3315516,10,75002
41692,Rue de Courcelles  avenue Stéphane Mallarmé,croisement,41432,48.8875527,2.29471655,10,75017
43043,Rue de la Harpe  rue de la Huchette,croisement,41292,48.853244200000006,2.3445887,10,75005
43214,Boulevard de Magenta  rue de Lancry,croisement,41068,48.870536,2.36120865,10,75010
43643,Avenue de Versailles  rue Wilhem,croisement,41117,48.8453084,2.2715954,10,75016
43793,Rue Caulaincourt  rue Joseph de Maistre,croisement,41089,48.886685899999996,2.33255283333333,10,75018
44621,Allée de Longchamp  allée de la Reine Marguerite,croisement,41488,48.86759804,2.2508458,10,75016
45415,Boulevard des Filles du Calvaire  rue des Filles du Calvaire,croisement,41096,48.8631014,2.3667344,10,75003
46275,Rue Marx Dormoy  rue du Département,croisement,41110,48.8868319,2.3596321,10,75018
46817,Rue des Poissonniers  rue Marcadet,croisement,41075,48.8904672,2.3514506,10,75018
47167,Boulevard Ney  rue Charles Hermite,croisement,41257,48.8986177,2.3642982000000003,10,75018
47653,Rue du Dessous des Berges  rue Eugène Oudiné  rue de Patay,croisement,40898,48.8256119,2.3747632000000003,10,75013
47824,Rue Jeanne d'Arc  rue de Domrémy  rue de Patay,croisement,41145,48.8286314,2.3699147000000003,10,75013
48934,Rue des Poissonniers  rue Doudeauville,croisement,41222,48.8882958,2.3515403999999998,10,75018
50044,Rue Mouffetard  rue de l'Epée de Bois,croisement,41047,48.8414434,2.3496366,10,75005
50581,Rue Linné  rue des Boulangers,croisement,40942,48.84611629999999,2.3545258999999996,10,75005
51005,Quai Saint-Bernard  rue Cuvier,croisement,41096,48.846846,2.3609481,10,75005
51595,Boulevard de Clichy  rue Caulaincourt,croisement,41089,48.8847104666667,2.32955163333333,10,75018
51650,Boulevard Sérurier  rue David d'Angers,croisement,41152,48.8813283,2.3966895,10,75019
52282,Rue Lecourbe  villa Thoréton,croisement,40998,48.837421899999995,2.2850612999999997,10,75015
52670,Rue d'Auteuil  rue Michel-Ange,croisement,40935,48.8479916,2.2641167,10,75016
52920,Boulevard Voltaire  rue de Montreuil,croisement,41033,48.8504127571429,2.3925377999999995,10,75011
53004,Rue du Plateau  rue des Alouettes,croisement,40956,48.8779302,2.3855458,10,75019
53155,Rue de la Brèche aux Loups  rue de la Durance,croisement,41033,48.8378649,2.394425,10,75012
53494,Rue Clovis  rue Descartes,croisement,40921,48.846162,2.3490982000000002,10,75005
53603,Esplanade Max Guedj  rue Balard,croisement,41124,48.840787799999994,2.2779349,10,75015
54318,Rue Perrée  rue Eugène Spuller,croisement,41089,48.8643759,2.3618135,10,75003
54506,Avenue de Saint-Ouen  rue de la Jonquière,croisement,41152,48.8930061,2.3274236,10,75018
54884,Rue de Ménilmontant  rue Henri Chevreau,croisement,41082,48.868663700000006,2.3896284,10,75020
55563,Avenue de Clichy  passage Petit Cerf,croisement,40921,48.8929794,2.3160172,10,75017
56039,Place de Wagram  boulevard Malesherbes,croisement,40956,48.88737929999999,2.3047399,10,75017
56623,Rue de Grenelle  rue de Talleyrand,croisement,41054,48.8579335,2.3151707999999998,10,75007
56891,Avenue Jean Jaurès  sente des Dorées,croisement,41040,48.8887566,2.39313405,10,75019
58888,Avenue de la Porte de Bagnolet  avenue Cartellier  avenue Ibsen,croisement,41201,48.864757399999995,2.4121043999999996,10,75020
58978,Rue la Boétie  rue d'Artois,croisement,41173,48.872154200000004,2.3090607000000003,10,75008
60800,Boulevard des Invalides  rue de Varenne,croisement,41103,48.856168,2.3150232999999996,10,75007
60857,Rue Boulard  rue Daguerre,croisement,40898,48.8341217,2.3291381,10,75014
62302,Rue Petit  rue Georges Auric,croisement,40928,48.8853231,2.3850833,10,75019
62732,Boulevard de l'Hôpital  rue Pinel,croisement,41103,48.8345661,2.3577985,10,75013
64111,Rue Monsieur Le Prince  rue Racine,croisement,40956,48.849944799999996,2.3399882,10,75006
64215,Avenue Foch  avenue de Malakoff,croisement,41166,48.8731614,2.2844361,10,75016
64258,Rue Vaucanson  rue du Vertbois,croisement,41047,48.8672969,2.3568082,10,75003
64594,Avenue de Choisy  rue Baudricourt,croisement,41061,48.82367670000001,2.3618792999999996,10,75013
65530,Rue Falguière  rue Bargue,croisement,40898,48.8370855,2.3106522000000003,10,75015
65614,Rue Masseran  rue Eblé,croisement,41173,48.8491315,2.3138457999999997,10,75007
66378,Rue des Rosiers  rue Vieille du Temple,croisement,40977,48.85790120000001,2.3578607999999996,10,75004
66461,Quai des Célestins  pont Marie,croisement,41096,48.8533327,2.3578164,10,75004
66817,Boulevard Berthier  rue Albert Roussel,croisement,41726,48.8912578,2.3062501,10,75017
67140,Rue de Rivoli  rue de Marengo,croisement,41068,48.8614866666667,2.33912686666667,10,75001
67483,Rue Reynaldo Hahn  rue Paganini,croisement,41222,48.8513016,2.4118841,10,75020
67972,Rue Myrha  rue Affre,croisement,41292,48.8872771,2.3554522,10,75018
68021,Boulevard Auguste Blanqui  rue Corvisart,croisement,40898,48.8296927,2.3494316000000004,10,75013
68828,Avenue de Friedland  rue du Faubourg Saint-Honoré,croisement,41096,48.8749612,2.3053835,10,75008
69567,Place Saint-Michel  pont Saint-Michel,croisement,41362,48.8537909,2.3442925,10,75005
70446,Avenue de Clichy  rue Brochant,croisement,41026,48.8905967,2.3201848,10,75017
70540,Rue d'Alésia  villa d'Alésia,croisement,41215,48.828720000000004,2.3242922000000004,10,75014
